staff_id,department,grade,contract_type,fte,start_date,last_promotion_date,gender,ethnicity,exit_date
S05132,Communications,G7,Fixed-term,1.0,2015-01-01,,Male,Asian,2024-03-28
S05133,Marketing,G4,Permanent,1.0,2016-03-17,,Female,White,
S05134,Legal and Governance,G7,Permanent,0.75,2019-10-14,,Male,Other,
S05135,Estates,G6,Fixed-term,1.0,2023-04-03,,Male,White,
S05136,Facilities,G6,Permanent,0.4,2024-02-18,,Female,White,
S05137,Marketing,4,Permanent,1.0,2008-12-03,,Female,White,
S05138,Communications,G3,Fixed-term,1.0,2018-04-27,,Female,White,
S05139,Security,G6,Permanent,1.0,2023-11-02,,Male,White,2024-05-03
S05140,Estates,G5,Permanent,1.0,2010-06-07,2013-06-06,Male,White,
S05141,Marketing,G6,Permanent,1.0,2015-02-09,,Male,Mixed,
S05142,IT Services,G6,Permanent,1.0,2021-01-18,,Male,White,
S05143,Estates,G5,Permanent,1.0,2008-11-15,,Male,White,
S05144,Sales,G8,Permanent,1.0,2022-04-06,,Male,White,
S05145,Customer Services,G7,Permanent,0.42,2010-06-22,,Female,Mixed,
S05146,Customer Services,G5,Permanent,1.0,2010-06-01,2013-05-31,Male,White,
S05147,Legal and Governance,G5,Fixed-term,1.0,2014-09-11,,Female,White,2020-07-19
S05148,Sales,G6,Permanent,1.0,2014-01-06,2018-01-05,Female,White,
S05149,IT Services,G4,Permanent,1.0,2019-02-04,2022-02-03,Male,White,
S05150,Estates,G4,Permanent,1.0,2018-06-10,,Female,White,
S05151,Communications,Grade 4,Permanent,1.0,2012-02-04,,Male,Asian,
S05152,Marketing,G3,Fixed-term,1.0,2021-01-23,,Female,Black,
S05153,IT Services,G6,Permanent,0.32,2014-12-13,,Female,White,
S05154,Communications,G6,Permanent,1.0,2016-11-16,,Male,White,
S05155,IT Services,G7,Permanent,1.0,2019-09-25,,Male,White,
S05156,IT Services,G8,Permanent,0.61,2014-04-29,,Female,White,
S05157,HR,G4,Permanent,1.0,2024-07-18,,Female,Black,
S05158,HR,G8,Permanent,0.42,2012-12-20,,Female,White,
S05159,Finance,G7,Fixed-term,1.0,2021-08-23,,Female,Black,
S05160,Marketing,G5,Permanent,0.67,2019-08-09,,Female,White,2022-08-18
S05161,Facilities,G3,Permanent,1.0,2018-10-02,,Male,White,2024-02-26
S05162,Legal and Governance,G4,Permanent,1.0,2011-03-29,,Male,White,2022-10-07
S05163,Sales,G5,Permanent,1.0,2024-03-30,,Female,Asian,
S05164,Finance,G3,Fixed-term,0.4,2016-01-30,,Female,White,
S05165,Legal and Governance,G4,Fixed-term,1.0,2012-12-09,,Female,White,2017-03-27
S05166,Legal and Governance,G6,Permanent,1.0,2017-02-18,,Male,White,
S05167,Facilities,G5,Fixed-term,1.0,2014-12-15,2019-12-14,Male,White,
S05168,Estates,G4,Permanent,0.39,2009-05-16,,F,White,
S05169,Planning,G4,Permanent,1.0,2015-12-16,2019-12-15,Other,Asian,
S05170,Facilities,G6,Permanent,1.0,2016-05-17,2019-05-17,Male,Asian,
S05171,Estates,G3,Permanent,1.0,2018-01-02,,Male,Other,
S05172,Marketing,G5,Permanent,1.0,2018-08-15,,F,White,
S05173,Communications,G4,Permanent,0.26,2013-04-19,,Male,White,
S05174,Planning,G8,Permanent,1.0,2019-06-17,,Male,Mixed,
S05175,Commercial Services,G4,Fixed-term,1.0,2023-03-03,,Female,Asian,2023-04-16
S05176,Communications,G6,Permanent,1.0,2011-12-03,,Female,White,
S05177,Communications,G5,Permanent,1.0,2017-12-21,2020-12-20,Male,White,
S05178,Customer Services,G5,Permanent,1.0,2013-02-27,,Male,White,2022-07-19
S05179,Communications,G6,Permanent,1.0,2009-12-30,2015-12-29,Female,White,
S05180,Planning,G6,Permanent,1.0,2022-05-27,,Male,Black,
S05181,Commercial Services,G3,Permanent,1.0,2014-10-01,,Male,Asian,
S05182,HR,G7,Permanent,1.0,2012-04-27,,Male,Asian,
S05183,Finance,G8,Permanent,1.0,2013-03-19,,Male,White,
S05184,Research and Development,G5,Fixed-term,1.0,2023-10-07,,Female,Asian,2024-08-17
S05185,Estates,G4,Permanent,1.0,2018-09-04,,Male,Other,
S05186,Procurement,G6,Permanent,1.0,2012-10-22,,Male,Black,2013-09-06
S05187,Research and Development,G8,Permanent,0.43,2021-10-05,,M,Asian,2023-12-07
S05188,Estates,G5,Permanent,1.0,2017-07-28,,Male,White,
S05189,Research and Development,G3,Permanent,1.0,2013-03-27,,F,White,
S05190,Planning,G9,Permanent,0.6,2017-03-11,,Male,White,
S05191,Communications,G8,Permanent,0.65,2019-07-10,,Female,Asian,
S05192,Security,G6,Permanent,1.0,2022-12-25,,Male,Asian,
S05193,Research and Development,G5,Permanent,1.0,2015-10-26,,Female,Black,
S05194,Sales,G3,Permanent,0.29,2023-07-21,,Male,White,
S05195,Customer Services,G6,Permanent,1.0,2019-08-12,,Male,White,
S05196,Commercial Services,G6,Permanent,1.0,2018-09-12,2021-09-11,Female,White,
S05197,Security,G9,Permanent,1.0,2010-01-07,,Male,White,2020-10-30
S05198,Commercial Services,G5,Fixed-term,1.0,2020-04-14,,Female,Black,
S05199,IT Services,G4,Permanent,1.0,2020-02-15,2024-02-14,Female,Asian,
S05200,Sales,G5,Permanent,0.33,2015-05-26,,Male,White,
S05201,Communications,G5,Fixed-term,1.0,2022-12-18,,Male,White,
S05202,Research and Development,G5,Fixed-term,1.0,2021-03-06,,Female,Mixed,
S05203,Commercial Services,G7,Permanent,1.0,2015-10-15,,Female,White,
S05204,Security,G6,Permanent,1.0,2021-10-16,,Male,Mixed,2022-03-08
S05205,Estates,G4,Fixed-term,1.0,2020-10-11,,Female,White,2023-03-19
S05206,IT Services,G5,Fixed-term,1.0,2010-04-13,2015-04-12,Male,White,2019-09-07
S05207,Research and Development,G7,Permanent,1.0,2008-02-20,,Female,White,
S05208,IT Services,G5,Permanent,0.32,2011-11-29,,Female,White,
S05209,Facilities,G5,Permanent,1.0,2024-09-07,,Female,Mixed,2024-12-11
S05210,Customer Services,G4,Permanent,1.0,2023-10-01,,Female,Other,
S05211,Legal and Governance,G5,Permanent,1.0,2022-02-21,,Male,White,
S05212,Commercial Services,G9,Permanent,1.0,2015-09-20,,Female,White,
S05213,Sales,G6,Permanent,0.61,2023-04-20,,Female,White,
S05214,Research and Development,G6,Fixed-term,1.0,2018-03-26,,Female,Black,2022-01-15
S05215,Security,G5,Permanent,1.0,2020-03-01,,Male,White,
S05216,Communications,G6,Permanent,1.0,2015-06-11,2018-06-10,Female,White,
S05217,Sales,G5,Fixed-term,1.0,2011-11-13,,Female,White,
S05218,Sales,G4,Permanent,1.0,2008-08-06,,Male,Other,
S05219,Research and Development,G7,Permanent,1.0,2012-03-10,,Female,White,
S05220,Sales,G3,Permanent,1.0,2021-06-05,,Female,White,
S05221,Customer Services,G5,Permanent,0.28,2014-09-25,,Female,Mixed,
S05222,Sales,G4,Permanent,0.22,2019-03-11,2024-03-09,Female,White,
S05223,Security,G5,Permanent,1.0,2016-05-04,,Female,White,
S05224,Estates,G6,Permanent,1.0,2013-06-22,2018-06-21,Female,Other,
S05225,Communications,G3,Fixed-term,1.0,2017-05-15,,Female,White,
S05226,Facilities,G9,Permanent,1.0,2012-06-20,,Male,White,2024-06-23
S05227,Communications,G4,Permanent,0.73,2018-09-02,,Female,White,
S05228,Legal and Governance,G5,Permanent,1.0,2018-09-17,,Female,White,
S05229,HR,G6,Fixed-term,1.0,2021-05-31,,F,Asian,
S05230,HR,G7,Permanent,1.0,2021-10-10,,Male,White,
S05231,Sales,G8,Permanent,0.22,2012-08-26,,Male,Black,
S05232,IT Services,G5,Fixed-term,1.0,2023-06-26,,Male,White,
S05233,Research and Development,G3,Permanent,1.0,2015-08-19,,Female,Asian,
S05234,Sales,G4,Fixed-term,1.0,2021-07-29,,Male,White,2023-10-29
S05235,Marketing,G4,Fixed-term,1.0,2012-09-23,2015-09-23,Female,White,2017-10-09
S05236,Communications,G5,Fixed-term,1.0,2019-09-14,,Female,White,
S05237,Customer Services,G5,Permanent,1.0,2017-08-18,,Female,Mixed,
S05238,Research and Development,G3,Permanent,0.74,2012-03-26,,Female,White,
S05239,Communications,G6,Permanent,0.41,2018-12-27,2022-12-26,Female,White,
S05240,IT Services,G7,Permanent,1.0,2023-03-24,,Male,White,
S05241,Customer Services,G4,Permanent,1.0,2015-10-27,2021-10-25,Male,White,
S05242,Planning,G8,Permanent,1.0,2014-11-07,,Male,Black,
S05243,Planning,G5,Permanent,1.0,2010-08-25,,Female,White,
S05244,Commercial Services,G7,Permanent,0.23,2010-06-15,,Female,White,2022-09-25
S05245,Finance,G4,Permanent,1.0,2013-09-13,2019-09-12,Female,White,
S05246,Commercial Services,G4,Permanent,1.0,2014-07-14,,Male,Asian,
S05247,Research and Development,G7,Permanent,1.0,2020-12-11,,Female,White,
S05248,IT Services,G5,Permanent,0.4,2023-07-31,,Female,White,
S05249,Finance,G5,Fixed-term,1.0,2021-05-15,,Other,White,
S05250,Communications,G5,Permanent,1.0,2008-10-20,,Female,White,
S05251,Legal and Governance,G4,Permanent,1.0,2019-10-28,2023-10-27,Female,Asian,
S05252,Legal and Governance,4,Permanent,1.0,2017-11-20,2023-11-19,F,White,
S05253,Finance,G7,Permanent,1.0,2008-05-26,,F,White,
S05254,HR,G4,Permanent,1.0,2014-06-27,,Female,White,
S05255,IT Services,G4,Permanent,1.0,2021-06-14,2024-06-13,Male,White,
S05256,Customer Services,G4,Fixed-term,1.0,2018-12-24,,Female,Other,
S05257,HR,G5,Permanent,1.0,2019-03-14,,Male,White,
S05258,Procurement,G8,Permanent,0.79,2018-12-04,,Male,Asian,
S05259,HR,G4,Permanent,1.0,2008-08-16,,Female,White,
S05260,Research and Development,G5,Fixed-term,1.0,2012-04-29,,Female,White,2021-03-06
S05261,Communications,G4,Permanent,1.0,2016-12-14,,Female,White,
S05262,Commercial Services,G4,Permanent,0.42,2023-01-16,,Female,White,2023-03-14
S05263,Sales,G4,Permanent,1.0,2017-01-23,2020-01-23,Male,White,
S05264,Customer Services,G3,Permanent,1.0,2022-10-28,,Female,White,
S05265,Procurement,G3,Permanent,1.0,2017-07-26,,Male,Asian,
S05266,IT Services,G5,Fixed-term,1.0,2016-09-24,,Female,White,
S05267,Sales,G4,Permanent,1.0,2017-01-12,,Male,Black,2019-05-22
S05268,Legal and Governance,G4,Permanent,0.31,2022-02-16,,Female,White,
S05269,Commercial Services,G5,Permanent,1.0,2019-04-03,,Female,Asian,
S05270,Marketing,G6,Permanent,1.0,2013-05-29,,Male,White,
S05271,Sales,G3,Permanent,1.0,2019-04-15,,Female,White,
S05272,Facilities,G4,Fixed-term,1.0,2020-08-10,,Male,Other,
S05273,Commercial Services,G4,Fixed-term,1.0,2021-11-15,2027-11-14,Female,Asian,
S05274,Marketing,G5,Permanent,1.0,2017-02-22,,Female,White,
S05275,Communications,G8,Permanent,1.0,2020-07-28,,Male,White,
S05276,Customer Services,G3,Fixed-term,1.0,2024-06-29,,Female,White,
S05277,Research and Development,G5,Permanent,1.0,2021-07-15,2024-07-14,Female,White,
S05278,Communications,G5,Fixed-term,1.0,2022-04-06,,Female,White,
S05279,Legal and Governance,G4,Permanent,1.0,2009-11-24,2012-11-23,Female,White,
S05280,Legal and Governance,G5,Permanent,1.0,2021-07-27,,Male,White,
S05281,Communications,G7,Permanent,1.0,2020-12-20,,Male,White,
S05282,Facilities,G6,Permanent,0.27,2024-07-06,,Female,Mixed,
S05283,Communications,G5,Permanent,0.26,2022-02-01,,F,Other,
S05284,IT Services,G8,Permanent,1.0,2019-05-24,,Male,White,
S05285,Facilities,G6,Permanent,0.26,2022-11-30,,Female,White,2024-06-02
S05286,Communications,G5,Permanent,0.2,2018-04-24,2023-04-23,Female,White,
S05287,IT Services,G7,Permanent,1.0,2019-01-11,,Male,White,
S05288,Planning,G6,Permanent,1.0,2022-07-16,,Male,White,
S05289,IT Services,G4,Permanent,1.0,2023-04-30,,Female,White,
S05290,Communications,G7,Permanent,0.28,2017-05-09,,Male,Asian,
S05291,IT Services,G5,Permanent,1.0,2015-01-03,,Male,White,
S05292,IT Services,G4,Permanent,0.64,2021-05-26,,Male,Black,
S05293,Estates,G5,Permanent,1.0,2020-01-04,,Male,White,
S05294,Sales,G7,Permanent,1.0,2008-12-09,,Female,Asian,
S05295,Sales,G7,Permanent,1.0,2013-04-18,,Male,White,
S05296,Estates,G6,Permanent,1.0,2024-11-28,,Male,Other,
S05297,Communications,G4,Permanent,1.0,2024-04-03,,Male,Black,
S05298,IT Services,G5,Fixed-term,0.86,2013-09-02,,M,White,
S05299,IT Services,G4,Permanent,0.21,2019-11-17,,Male,Asian,
S05300,Sales,G8,Permanent,1.0,2023-01-25,,Female,White,2024-12-19
S05301,Communications,G7,Permanent,1.0,2008-01-28,,Female,White,
S05302,Customer Services,G5,Permanent,0.38,2012-06-22,,F,White,
S05303,Procurement,G5,Permanent,0.82,2022-12-30,,Male,White,
S05304,Customer Services,G5,Permanent,1.0,2014-06-09,2018-06-08,Female,White,
S05305,Estates,G5,Permanent,1.0,2013-06-03,,Male,White,
S05306,Procurement,G5,Permanent,1.0,2018-08-26,,Female,White,
S05307,HR,G6,Permanent,1.0,2023-08-08,,Female,White,
S05308,Communications,G5,Permanent,1.0,2021-05-21,,Female,Other,
S05309,IT Services,G5,Fixed-term,1.0,2016-10-16,,Male,White,
S05310,Customer Services,G5,Permanent,0.35,2024-04-19,,Female,White,
S05311,Estates,G9,Permanent,1.0,2019-08-10,,Female,White,2021-02-19
S05312,Sales,G3,Permanent,1.0,2021-07-16,,Female,Asian,
S05313,IT Services,G6,Permanent,1.0,2019-04-25,,Male,White,
S05314,Legal and Governance,G6,Permanent,1.0,2021-02-11,,Male,White,
S05315,Communications,G6,Permanent,1.0,2024-09-26,,Female,White,
S05316,Finance,G6,Permanent,1.0,2010-10-08,,Female,White,
S05317,Marketing,G7,Permanent,1.0,2020-06-24,,Male,White,
S05318,Customer Services,G4,Permanent,1.0,2018-10-27,,Female,Asian,
S05319,Communications,G7,Fixed-term,1.0,2014-07-19,,Male,White,2016-01-06
S05320,Commercial Services,G7,Permanent,1.0,2015-09-14,,Female,White,
S05321,HR,G4,Permanent,1.0,2014-02-14,,Female,White,
S05322,Communications,G4,Permanent,1.0,2021-03-19,,Female,Black,
S05323,Commercial Services,G5,Permanent,1.0,2021-04-27,,Male,Asian,
S05324,Estates,G3,Fixed-term,1.0,2021-10-24,,Female,White,
S05325,Facilities,G7,Permanent,1.0,2011-12-01,,Male,White,
S05326,Research and Development,G8,Permanent,1.0,2018-02-10,,Male,White,
S05327,Security,Grade 3,Permanent,1.0,2011-05-25,2015-05-24,Male,White,
S05328,Estates,G4,Permanent,1.0,2013-04-18,2019-04-17,Female,White,
S05329,Communications,G4,Permanent,0.42,2014-07-11,,Female,White,
S05330,Estates,G4,Permanent,0.79,2014-05-06,,Female,White,
S05331,Estates,G5,Permanent,1.0,2023-07-31,,Female,White,
S05332,Sales,G5,Permanent,0.77,2012-04-17,,Female,Asian,2021-01-20
S05333,HR,6,Fixed-term,1.0,2019-07-23,,Female,White,
S05334,Sales,G4,Fixed-term,1.0,2024-04-06,,Male,Asian,
S05335,Estates,G6,Permanent,1.0,2014-10-06,,Male,White,2017-12-15
S05336,Communications,G5,Permanent,1.0,2014-07-19,,Male,White,
S05337,Research and Development,G6,Permanent,1.0,2018-12-04,,Female,Other,
S05338,Planning,G3,Permanent,1.0,2018-10-20,,Female,White,
S05339,Security,G7,Permanent,1.0,2009-02-17,,Male,White,
S05340,Security,G4,Permanent,1.0,2017-06-27,2021-06-26,M,White,
S05341,IT Services,G3,Permanent,1.0,2016-05-26,,Male,White,
S05342,Sales,G8,Permanent,1.0,2019-11-05,,Female,White,
S05343,Finance,G7,Permanent,1.0,2016-06-08,,Female,White,
S05344,Sales,G3,Permanent,0.42,2019-05-08,,Female,White,
S05345,IT Services,G7,Permanent,1.0,2020-02-01,,Male,Asian,
S05346,Communications,G3,Permanent,1.0,2014-02-25,,Female,White,
S05347,Sales,G8,Permanent,1.0,2023-10-24,,Male,White,2024-02-21
S05348,Security,G5,Permanent,1.0,2024-04-17,,Male,White,
S05349,Research and Development,G7,Permanent,1.0,2023-09-04,,Male,Other,2023-11-18
S05350,Security,G6,Fixed-term,1.0,2016-05-01,2021-04-30,Male,Black,
S05351,IT Services,G6,Permanent,1.0,2011-05-08,2016-05-06,Female,Mixed,
S05352,Sales,G7,Permanent,1.0,2012-03-07,,Male,White,
S05353,Security,G6,Permanent,1.0,2014-05-03,,Male,White,
S05354,Sales,G5,Permanent,1.0,2019-03-20,,Male,Mixed,
S05355,IT Services,G3,Permanent,0.34,2011-10-14,,Female,White,
S05356,Communications,G8,Permanent,1.0,2010-08-29,,Male,Asian,
S05357,Finance,G7,Permanent,1.0,2021-09-10,,Female,Mixed,
S05358,Commercial Services,G4,Permanent,1.0,2008-03-17,,Female,White,
S05359,Finance,G5,Permanent,1.0,2022-03-02,,Female,White,
S05360,HR,G6,Permanent,1.0,2008-07-05,,Male,White,
S05361,Legal and Governance,G6,Permanent,1.0,2010-01-08,2013-01-07,Female,White,
S05362,Communications,G7,Permanent,1.0,2022-06-19,,Female,Asian,
S05363,Sales,G4,Permanent,1.0,2012-10-09,,Male,White,
S05364,Planning,G3,Permanent,0.86,2022-06-12,,Female,White,
S05365,Facilities,G6,Permanent,0.76,2015-01-28,,Female,White,
S05366,Communications,G4,Permanent,1.0,2014-06-24,2019-06-23,Female,Other,
S05367,Procurement,G5,Fixed-term,1.0,2022-12-07,,Female,Asian,
S05368,IT Services,G5,Permanent,1.0,2008-01-23,,Male,Asian,
S05369,IT Services,G6,Fixed-term,1.0,2013-01-02,,Male,White,
S05370,Facilities,G6,Permanent,1.0,2018-11-10,,Female,Asian,2021-09-05
S05371,IT Services,G9,Permanent,1.0,2012-09-28,,Female,White,
S05372,Communications,G3,Permanent,1.0,2011-11-23,,Female,White,
S05373,Communications,G6,Fixed-term,0.42,2011-11-01,2015-10-31,Female,White,
S05374,IT Services,G5,Fixed-term,1.0,2010-08-11,,Female,White,2014-05-12
S05375,Communications,G4,Permanent,1.0,2022-02-08,,Female,Black,
S05376,Procurement,G6,Permanent,1.0,2022-08-14,,Female,White,
S05377,Finance,G5,Permanent,1.0,2013-11-12,,Male,White,
S05378,Finance,G9,Permanent,0.47,2015-04-05,,Female,Other,
S05379,IT Services,G6,Permanent,1.0,2019-10-04,,Male,White,2021-01-12
S05380,Commercial Services,G4,Fixed-term,0.36,2017-09-09,,Female,White,
S05381,Sales,3,Permanent,1.0,2019-12-29,,Female,White,
S05382,Finance,G5,Permanent,0.75,2009-04-30,,Female,White,
S05383,Marketing,G6,Permanent,1.0,2022-04-12,,Male,Mixed,
S05384,Communications,G7,Permanent,1.0,2017-05-09,,Female,Asian,
S05385,IT Services,G6,Permanent,1.0,2015-10-18,,Male,White,
S05386,Sales,G4,Permanent,1.0,2024-02-27,,Female,White,
S05387,HR,G6,Permanent,1.0,2021-04-24,2026-04-23,Male,White,
S05388,Estates,G6,Permanent,1.0,2022-04-21,,Female,Other,
S05389,Customer Services,G4,Permanent,1.0,2021-09-03,,Female,Mixed,
S05390,Research and Development,G6,Permanent,1.0,2010-07-21,,Male,Black,2020-10-21
S05391,Communications,G3,Permanent,1.0,2022-03-15,,Female,White,
S05392,Research and Development,G5,Permanent,1.0,2016-11-19,,Female,White,
S05393,Communications,G4,Permanent,1.0,2011-03-06,,Female,White,
S05394,Commercial Services,G5,Permanent,1.0,2015-10-09,2020-10-07,M,White,
S05395,Procurement,G4,Permanent,1.0,2017-11-28,,Female,White,
S05396,Finance,G4,Permanent,0.87,2020-08-30,,Female,White,
S05397,Facilities,G5,Permanent,1.0,2022-11-25,,Female,White,
S05398,Sales,G3,Permanent,1.0,2009-05-26,2013-05-25,Female,Black,
S05399,Sales,G3,Fixed-term,1.0,2014-06-27,,F,Asian,
S05400,Communications,G3,Fixed-term,1.0,2015-08-21,,Female,White,
S05401,Finance,G6,Permanent,1.0,2024-04-06,,Female,White,
S05402,Finance,G5,Permanent,1.0,2017-04-03,,Male,White,
S05403,Customer Services,G7,Permanent,0.34,2018-07-10,,Female,White,2023-05-03
S05404,Sales,G7,Permanent,1.0,2024-09-10,,Male,White,2024-09-22
S05405,Finance,G9,Permanent,1.0,2021-05-12,,Male,White,
S05406,Sales,G3,Permanent,1.0,2019-09-12,,Male,White,
S05407,Sales,G8,Permanent,0.78,2008-05-06,,Female,White,
S05408,Legal and Governance,G7,Permanent,1.0,2012-11-09,,Male,Asian,
S05409,IT Services,G4,Fixed-term,1.0,2022-07-19,,Male,White,2022-11-03
S05410,Communications,G5,Permanent,0.42,2017-11-05,,Male,White,
S05411,HR,G3,Permanent,0.5,2013-03-14,,F,White,2023-06-18
S05412,Sales,G6,Permanent,0.33,2008-05-23,,Male,Asian,
S05413,Security,G6,Permanent,1.0,2011-07-24,,Male,White,
S05414,Planning,G4,Permanent,1.0,2017-09-29,2021-09-28,Female,Black,
S05415,Communications,G6,Permanent,1.0,2012-11-17,,Male,White,
S05416,Estates,G7,Permanent,1.0,2015-07-16,,Female,White,
S05417,Facilities,G8,Permanent,1.0,2019-11-23,,Female,White,
S05418,Communications,G3,Permanent,1.0,2016-12-12,,Male,White,
S05419,Communications,G5,Fixed-term,1.0,2022-02-20,,Male,White,
S05420,Security,G6,Permanent,1.0,2022-10-19,,Male,Other,
S05421,Planning,G6,Permanent,1.0,2013-07-12,,Male,Black,
S05422,Communications,G5,Permanent,0.27,2013-11-30,2017-11-29,Female,White,
S05423,Finance,G5,Permanent,1.0,2017-03-09,,Male,White,2024-05-21
S05424,Security,G6,Permanent,1.0,2017-07-25,,Male,Black,
S05425,Sales,G8,Permanent,1.0,2008-10-14,,Male,White,2012-08-13
S05426,Estates,G8,Permanent,1.0,2010-12-24,,Female,Asian,
S05427,Customer Services,G5,Permanent,1.0,2023-10-06,,Other,Black,
S05428,Facilities,G5,Permanent,1.0,2018-03-02,,Female,Other,
S05429,Research and Development,G5,Permanent,1.0,2022-03-27,,Female,Asian,
S05430,Facilities,G7,Fixed-term,1.0,2008-06-13,,Male,Mixed,
S05431,Communications,G6,Permanent,1.0,2018-07-31,,Female,White,
S05432,Communications,G3,Permanent,1.0,2017-09-08,,Female,White,
S05433,Communications,G5,Permanent,1.0,2015-12-09,,Female,Mixed,2017-12-10
S05434,Sales,G4,Permanent,1.0,2011-06-25,2016-06-23,Female,White,
S05435,Facilities,G5,Permanent,1.0,2010-01-12,2013-01-11,Other,Other,
S05436,Research and Development,G5,Permanent,1.0,2011-12-22,,Female,Black,
S05437,Sales,G4,Permanent,1.0,2014-11-03,2018-11-02,Female,White,
S05438,Facilities,G6,Permanent,0.72,2020-04-08,2024-04-07,Male,White,
S05439,Marketing,G8,Permanent,1.0,2018-05-29,,Female,Asian,
S05440,Research and Development,G6,Permanent,1.0,2018-04-25,,Other,White,
S05441,Finance,G3,Permanent,1.0,2013-10-04,2019-10-03,Female,White,
S05442,Sales,G8,Permanent,1.0,2010-11-26,,Male,White,
S05443,Commercial Services,G6,Permanent,1.0,2010-12-21,,Male,White,
S05444,IT Services,G7,Permanent,1.0,2024-04-27,,Male,White,
S05445,Security,G3,Permanent,1.0,2023-05-12,,Male,White,
S05446,Estates,G7,Fixed-term,0.83,2023-11-22,,Male,Asian,
S05447,Security,G3,Fixed-term,1.0,2022-10-10,,Male,Asian,
S05448,Security,G5,Permanent,1.0,2009-04-28,2012-04-27,Male,White,
S05449,Customer Services,G4,Fixed-term,1.0,2013-12-26,,Female,White,
S05450,Estates,G4,Permanent,0.28,2014-03-18,,Female,White,2020-09-22
S05451,Customer Services,G3,Permanent,1.0,2013-11-22,,Female,White,
S05452,Commercial Services,G4,Permanent,1.0,2017-05-19,,Female,White,2023-09-19
S05453,Commercial Services,G4,Permanent,0.88,2020-12-08,,Female,White,
S05454,Facilities,G6,Permanent,1.0,2017-01-23,2021-01-22,Male,White,
S05455,Sales,G6,Permanent,1.0,2024-07-28,,Female,White,
S05456,Marketing,G4,Permanent,1.0,2011-10-21,2017-10-19,F,White,
S05457,Sales,G5,Permanent,1.0,2020-03-02,,Other,White,
S05458,IT Services,G6,Permanent,1.0,2023-08-03,,Female,White,
S05459,Research and Development,G3,Fixed-term,1.0,2016-06-27,,Male,White,
S05460,Communications,G6,Permanent,1.0,2016-02-26,,Female,White,
S05461,Estates,G4,Permanent,1.0,2010-03-08,,Male,White,
S05462,IT Services,G4,Permanent,1.0,2014-04-03,,M,White,
S05463,Customer Services,G7,Permanent,0.89,2013-09-23,,Male,White,
S05464,Communications,G5,Permanent,0.37,2013-10-08,,Male,Asian,
S05465,Research and Development,G7,Permanent,1.0,2022-07-22,,Female,White,2024-10-06
S05466,Legal and Governance,3,Permanent,1.0,2011-10-17,,Female,White,
S05467,Estates,G4,Permanent,0.27,2023-02-16,,Female,Asian,
S05468,Communications,G5,Permanent,1.0,2018-10-24,2023-10-23,Female,White,
S05469,Procurement,G6,Permanent,1.0,2013-07-11,2018-07-10,Male,Mixed,
S05470,Planning,G7,Permanent,1.0,2014-02-10,,Male,Asian,
S05471,Finance,G6,Permanent,0.43,2023-06-04,,Female,White,
S05472,Planning,G6,Permanent,1.0,2019-07-19,2022-07-18,Female,White,
S05473,Facilities,G7,Permanent,1.0,2008-11-13,,Female,White,
S05474,Customer Services,G5,Fixed-term,1.0,2012-06-06,,Female,Mixed,2016-06-03
S05475,HR,G4,Permanent,0.66,2015-08-06,,Female,White,
S05476,Estates,G5,Permanent,0.36,2008-03-21,2011-03-21,Male,White,
S05477,Estates,G5,Permanent,1.0,2016-11-08,,Female,Black,
S05478,Planning,G4,Permanent,1.0,2017-02-18,,Female,White,
S05479,Facilities,G3,Permanent,0.34,2024-01-18,,Male,Black,2024-06-21
S05480,Procurement,G6,Permanent,1.0,2023-03-08,,Male,Asian,
S05481,Facilities,G5,Permanent,1.0,2021-09-18,,Female,White,
S05482,Legal and Governance,G7,Permanent,1.0,2018-06-06,,Male,White,
S05483,Sales,G4,Fixed-term,1.0,2018-03-26,,Male,Mixed,
S05484,Communications,G3,Permanent,1.0,2018-05-28,,Female,Mixed,
S05485,Sales,G5,Fixed-term,1.0,2020-07-27,,M,Mixed,
S05486,Estates,G5,Permanent,1.0,2024-11-17,,Female,Black,
S05487,HR,G5,Permanent,1.0,2010-08-15,,Male,White,
S05488,Sales,G4,Permanent,1.0,2016-07-11,2022-07-10,Female,White,
S05489,Communications,G3,Permanent,1.0,2016-07-20,,Female,White,
S05490,IT Services,G7,Permanent,1.0,2017-09-28,,Male,Asian,
S05491,IT Services,G6,Permanent,1.0,2021-06-06,2026-06-05,Male,White,
S05492,Finance,G7,Permanent,1.0,2019-02-24,,Male,Asian,
S05493,Communications,G6,Fixed-term,1.0,2018-08-18,,Male,White,
S05494,Finance,G4,Fixed-term,0.42,2016-10-09,,Other,Asian,2021-11-28
S05495,Estates,G7,Permanent,1.0,2014-09-24,,Female,White,
S05496,IT Services,G5,Fixed-term,1.0,2015-07-20,,Female,White,
S05497,Estates,G5,Fixed-term,1.0,2008-05-14,,Male,White,2011-04-03
S05498,Sales,G7,Permanent,1.0,2016-10-24,,Male,Black,
S05499,IT Services,G4,Fixed-term,1.0,2016-05-04,2022-05-03,Male,White,
S05500,Finance,G4,Permanent,1.0,2013-11-29,2016-11-28,Female,White,
S05501,Estates,G7,Permanent,1.0,2018-07-06,,Male,White,
S05502,Communications,G7,Permanent,1.0,2024-07-23,,Male,White,
S05503,Sales,G4,Permanent,1.0,2018-12-01,,Male,White,
S05504,Security,G7,Permanent,0.45,2010-07-30,,Male,White,
S05505,Facilities,G6,Permanent,0.47,2022-05-12,,Female,White,
